"ID","Technical Area / Program","Intervention","Impl. Partner","Start Date","End Date","Province","District","Sector","Updated Date"
"3142","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Bugesera","Rilima","12/1/2016"
"3143","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Rilima","12/5/2016"
"3144","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Ruhuha","12/4/2016"
"3145","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Ruhuha","12/5/2016"
"3146","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Rweru","12/4/2016"
"3147","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Rweru","12/5/2016"
"3148","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Shyara","12/4/2016"
"3149","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Shyara","12/5/2016"
"3150","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kanyinya","12/5/2016"
"3151","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kigali","12/5/2016"
"3152","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Muhima","12/5/2016"
"3153","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Nyamirambo","12/5/2016"
"3154","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Rwezamenyo","12/5/2016"
"3155","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3156","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3157","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3158","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3159","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3160","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3161","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3162","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3163","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3164","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Bumbogo","12/5/2016"
"3165","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3166","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3167","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3168","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3169","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3170","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3171","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3172","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3173","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/5/2016"
"3174","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3175","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3176","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3177","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3178","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3179","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3180","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3181","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3182","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3183","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3184","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3185","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3186","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3187","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3188","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3189","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3190","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3191","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3192","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3193","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3194","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3195","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3196","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3197","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3198","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3199","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gikomero","12/5/2016"
"3200","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3201","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3202","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3203","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3204","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3205","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3206","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3207","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3208","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3209","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3210","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3211","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3212","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3213","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3214","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3215","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3216","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3217","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3218","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3219","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3220","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3221","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3222","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3223","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3224","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3225","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3226","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3227","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3228","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3229","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3230","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3231","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3232","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3233","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3234","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3235","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3236","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3237","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3238","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3239","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3240","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3241","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3242","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gisozi","12/5/2016"
"3243","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Jabana","12/5/2016"
"3244","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Jabana","12/5/2016"
"3245","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Jabana","12/5/2016"
"3246","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Jabana","12/5/2016"
"3247","Health","HIV Testing and Counselling (mobile, facility-based)","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Jabana","12/5/2016"
