,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
435,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
436,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Huye,7,2,Southern Province,24,6,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
437,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Huye,7,2,Southern Province,24,6,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
438,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Huye,7,2,Southern Province,24,6,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
439,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Huye,7,2,Southern Province,24,6,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
440,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
441,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
442,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
443,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
444,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
445,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
446,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
447,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ruhango,9,2,Southern Province,26,8,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
448,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Nyaruguru,6,2,Southern Province,23,5,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
449,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ruhango,9,2,Southern Province,26,8,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
450,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ruhango,9,2,Southern Province,26,8,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
451,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ruhango,9,2,Southern Province,26,8,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
452,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ruhango,9,2,Southern Province,26,8,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
453,FTF Project,"Intergrated Improved Livelihoods Program (IILP) - ""Ejo Heza""",IILP,Global Communities,Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,IILP
454,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Nyanza,4,2,Southern Province,21,3,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
455,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
456,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Gisagara,5,2,Southern Province,22,4,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
457,FTF Project,HarvestPlus,HarvestPlus,CIAT,Nyanza,4,2,Southern Province,21,3,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
458,FTF Project,HarvestPlus,HarvestPlus,CIAT,Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
459,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
460,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
461,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
462,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
463,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
464,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
465,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
466,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
467,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
468,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
469,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
470,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
471,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
472,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
473,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyanza,4,2,Southern Province,21,3,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
474,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyanza,4,2,Southern Province,21,3,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
